seller_item_name,price,Predicted,Confidence
بلينديل10مجم 30قرص,112.5,2953,1.00
اوندالينز 4 مل /5 اورال فيلم,160.0,1051,1.00
امريزول 500م اقراص ,25.0,526,1.00
فيلداجلوزبلاس 50/1000مجم120ج,147.0,9,1.00
سيريتيد500جم دولاب سعر جديد,316.0,472,1.00
كيرلا مرهم س ج,16.0,3957,1.00
دابوكستارد اقراص 3 قرص,39.0,1079,1.00
موبيتيل امبول س ج,39.0,1484,1.00
فوليك اسيد(ميباكو)اقراص,20.0,1601,1.00
سيكودال 2مجم 3شريط س ج,126.0,3711,1.00
سوفيناسين 5مم 30ق,141.0,993,1.00
دانست 4 مجم 3 امبوله,82.5,209,1.00
فوميبريك اقراص31.5ج,66.0,1092,1.00
CHOLEROSE 5 MG 14 TAB,58.0,1979,1.00
ايراستابكس 40 مجم 30 ق,69.0,1316,1.00
اندرال 10 مجم س.ج,40.0,1036,1.00
لازيلاكتون 100 ق,100.5,1626,1.00
تريفستال ريتارد - 3 شريط ,47.5,2321,1.00
دورميفال ك/سعر جديد,30.0,3329,1.00
جليبتس بلس850/50 اقراص,192.0,481,1.00
اماريل 3مل 3شريط,61.5,252,1.00
اميولانت شراب باكت25,30.0,2542,1.00
سويتال 75 كيس س ج,85.0,1844,1.00
اتور10 اقراص س ج,33.0,639,1.00
ميزوسيبت 1 امبول**,23.5,771,1.00
ديبروساليك     مرهم++ س ج,13.0,2610,1.00
دالاسين سى 300مجم 10كبسولات,78.5,219,1.00
لى فلوكس 750اقراص ,101.0,1764,1.00
اوبلكس شراب # ,31.0,101,1.00
ديباكين نقط ,34.0,1436,1.00
بيفاتراسين بخاخ ب 150مل150ج س.ج,83.0,65,1.00
دولسيل 6 مجم 30قرص كبير,66.0,2450,1.00
كوبال 500 اقراص/سعر جديد,38.25,1187,1.00
امبيزيم اقراص س.ج,102.0,48,1.00
ناتريلكس اس ار 30قرص,55.0,454,1.00
اكستنشين بلس 150مجم اقراص76ج,76.0,1817,1.00
فلاجيلات فورت شراب,32.0,1666,1.00
"كوبال 3 شريط """,38.25,1187,1.00
جينوكونازول 4%كريم,23.5,3680,1.00
لوسترال 2 شريط/80جنيه,101.0,483,1.00
كلوزابكس 25مجم اقراص,50.0,1816,1.00
موزابرايد 2.5مجم 10قرص**,23.0,5590,1.00
بيبون بلس سعرررر جديدددد,100.0,514,1.00
هيلسيك 40 مجم,73.0,1575,1.00
دالاسين سى 300 اقراص س ج,78.5,219,1.00
ابيكوتيل اقراص ,28.5,2155,1.00
اتوريزا 40/10 مج/ماركيرل,210.0,936,1.00
ديبوفيت 5 امبول,85.0,22,1.00
اجركس 75 /24 ج,33.0,504,1.00
اندرال 10مجم ق/ن/,40.0,1036,1.00
ادويفلام  حقن,72.0,1675,1.00
اندرال 40 مجم اقراص,55.0,1457,1.00
داونستيرولين10/40مجم  اقراص,120.0,2453,1.00
نيزابكس شامبــو,68.0,565,1.00
سى فيت نقط,19.5,4881,1.00
جليكودال 30 قرص س.ج,57.0,1517,1.00
ليبراكس اقراص س ج 33 ,48.0,444,1.00
فياجرافايزر100مجم سعر جديد 144ج ,144.0,105,1.00
ريموواكس نقط,24.0,2506,1.00
اميولانت 20ك,30.0,3021,1.00
تامسولين بلس اقراص,148.0,1031,1.00
اوكاربون اقراص سعر جديد,84.0,250,1.00
ايميرست 4م امبولات,112.5,460,1.00
فاستر جيل,32.0,8299,1.00
زيثرون  500-- 5قرص سعر جديد,86.0,53,1.00
كولوفيرين د اقراص-سعرجديد,105.0,121,1.00
سيلجون اقراص سعر 14 ج,18.0,1059,1.00
لوبريفيسك قطرة س ج ,32.0,1757,1.00
فوارفواكه 6 كيس 24جنيه,24.0,94,1.00
دابوكستارد 3 قرص ,39.0,1079,1.00
ويست اير اكياس,70.0,4188,1.00
دولسيل 6 مجم 30قرص كبير,66.0,2450,1.00
فاستيل 180مجم 20قرص,54.0,3752,1.00
فورتيموكس بلاس قطرة,39.0,1834,1.00
زنكوديرم لوسيون 120 مل**,55.0,3701,1.00
ناتريليكس اس ار ق س ج سيرفييه,55.0,454,1.00
اتور40مجم اقراص س ج,80.0,399,1.00
البيندازول اقراص/س ج,46.0,4139,1.00
سويتال 50 كيس س ج,85.0,670,1.00
بليند يل 10مجم اقراص,112.5,2953,1.00
تورسيترتكـ 100 مجم / كبسول,195.0,1326,1.00
اكس تينشين 300بلس اقراص ,108.0,1494,1.00
ديبرام 20مجم اقراص,84.0,1969,1.00
اميجران    30 ق 3شريط ,63.0,624,1.00
اميبريد 50 مجم 20 قرص س ج ,81.0,533,1.00
بريمبران 12 امبول س جديد,60.0,1073,1.00
جابتن 300 مجم 30 كبسول,126.0,202,1.00
اوكيو جارد كبسول,120.0,1795,1.00
ريكوكسيبرايت 60مجم برايت لايف,188.0,788,1.00
فيبراميسن 100 مجم 10 كبسول,42.5,479,1.00
بيبون*     ك01,35.0,4102,1.00
ستروبانتين كريم,50.0,4368,1.00
رينكس نقط كبار,18.0,4305,1.00
بيتاديرم مرهم 15 جرام  :  جديد 18,11.5,2247,1.00
فلورست 20قرص س جديد,20.0,708,1.00
اوريكس 60 مل اسبراى .,68.0,2750,1.00
انكونت 4مجم,91.5,2078,1.00
ايرستابيكس5/40كو اقراص,108.0,1269,1.00
اليكوس5مجم قرص,406.0,146,1.00
ايفبرونت شراب ,45.0,965,1.00
سيلوكينزوك 200 مجم اقراص,103.0,2570,1.00
ابيمول اقراص,13.0,1771,1.00
ريكوكسيبرايت 60 مجم س.ج,188.0,788,1.00
بنادول اكسترا اقراص سعر جديد انتبه 34ج,54.0,10,1.00
روسيتور 10 م اقراص,41.0,1446,1.00
ديمرا اقراص ,70.0,111,1.00
كالدين سى اقراص جديد,73.0,1413,1.00
ايراستابكس 40بلس اقراص,96.0,457,1.00
دوفاستون 3 شريط  قديم,386.0,52,1.00
تراى ليرج قطرة ج,24.0,836,1.00
ناتريلكس اس ار اقراص س ق,55.0,454,1.00
تيبونينا فورت 20 ق,90.0,733,1.00
بترو اقراص  2شريط سعر قديم,69.0,2737,1.00
تريتاس كومب  2شريط,89.0,1505,1.00
اندرال 10مجم اقراص,40.0,1036,1.00
كورتيبلكس ب6 امبول اطفال  سعر ج,27.0,1412,1.00
لاميكتال* 25,54.0,2869,1.00
بيبون بلاس س ج/ميباكو,100.0,514,1.00
اليير اقراص ويسترن س ج,52.0,3832,1.00
كونفنتين 400 مجم اقراص,150.0,20,1.00
فاست كيور40جم كبسول,58.0,994,1.00
بيبرا  اقراص,103.0,291,1.00
اماريل 3 مجم 3 شريط,61.5,252,1.00
فليكس 16 مجم سبراى للانف,76.0,814,1.00
كالوماك مس18جنيه,18.0,2132,1.00
زيثرون*5*قرص ,86.0,53,1.00
اماريل2مجم3شريط,55.5,503,1.00
تورسيرتيك 5مجم 30قرص,42.0,3562,1.00
ايراستابكس40مجم بلس,96.0,457,1.00
بولى فريش اكسترا قطره,150.0,9390,1.00
ميزوسيبت 1 امبول سعر ج,23.5,771,1.00
ميلجا 40 قرص جديد,108.0,4,1.00
اميجراويست اقراص س ج 39,39.0,3098,1.00
ايزوجاست20مم14ك,122.0,4762,1.00
سيريتيد 500 مل ديسكس 60 جرعه س.ج,316.0,472,1.00
اوميز 20 مجم اقراص سعر قديم,56.0,84,1.00
كتافلام6امبول س.ج,83.0,323,1.00
ناتريلكس اس ار 30قرص جديد,55.0,454,1.00
تريب جولد 30كبسوله س.ج,120.0,1278,1.00
بون كير 1مجم كبسول س جديد,132.0,938,1.00
ليليبل 10مجم اقراص120 ,120.0,1884,1.00
ابيكسيدون 100مجم شراب,60.0,2482,1.00
ديكسافلوكس قطره جديد,37.0,1255,1.00
دورميفال 20كبسوله ,30.0,3329,1.00
ايسوبتين 240 ريتارد 30ق,97.5,1394,1.00
ايمباكوزا 10 مل,240.0,1240,1.00
كولونا 30 قرص س ج**,69.0,175,1.00
كلوبكس اقراص=,150.0,343,1.00
توسيستوب شراب ,32.5,1720,1.00
املوديبين10مجم اقراص,32.0,4244,1.00
بريمبران امبول 31.5 ج,60.0,1073,1.00
اوتريفين كبار1% نقط  س.ج/جلاكسو,16.0,164,1.00
داونيسترولين 10/40مجم اقراص,120.0,2453,1.00
فوربيدوز ,334.0,370,1.00
بيبرا س ج,103.0,291,1.00
دالاسين سى 300مجم كبسول س ج,78.5,219,1.00
اكتوفنت سى ار 20قرص,12.0,3770,1.00
ماكسيلاز شراب سعر جديد ,57.0,137,1.00
توينزول قطرة,71.0,890,1.00
دولسيل 1مجم 30قرص ,27.0,4750,1.00
فاستل 180مجم 10قرص س جديد,54.0,3752,1.00
ابيكوتيل 20مجم - 10قرص س جديد,28.5,2155,1.00
تاروليمس مرهم,129.0,1022,1.00
ايراستابيكس تريو 10 40 25,123.0,206,1.00
لوفير اقراص400م س ج,76.0,1305,1.00
اكستنشن 150مجم 28قرص**,72.0,2296,1.00
ايتوماش اقراص ,39.0,1999,1.00
كولونا شريطين س جديد,69.0,175,1.00
فلاجيل    500 مجـــم  قـــــــرص,23.0,229,1.00
ايبانتين100مجم كبسول,39.0,2152,1.00
زنك اوليف كريم المهن,69.0,588,1.00
نيزابكس شامبو جديد,68.0,565,1.00
سيريتيد ديسكس500مجم   ,316.0,472,1.00
نيورونتين300مجم اقراص فايزر,80.0,421,1.00
تومكس بلس كبسول س ج ,60.0,4331,1.00
بينوكس نقط*320,23.0,2082,1.00
تومكس بلس ,60.0,4331,1.00
ترنتال 400 اس ار 20قرص,56.0,360,1.00
ادابالين جيل لعلاج حب الشباب,34.0,2346,1.00
ستروبانتين كريم 50ج,50.0,4368,1.00
مايوديورا 10مجم 3شريط س.ج,69.0,4623,1.00
نورموتيرز قطرة,17.5,1017,1.00
الير اقراص للحساسيه/جديد,52.0,3832,1.00
موبيتيل  15 مجم  -  10 قرص,23.5,1323,1.00
فيروجلوبين شراب,65.0,1111,1.00
فيافاج 100 مجم 10 قرص,55.0,3545,1.00
ايفكسور75 اكس ار,122.0,1329,1.00
تاروليموس مرهم س.ج,129.0,1022,1.00
جليبتس بلس  1000/50 س.ج,192.0,116,1.00
جينوكونازول 4%كريم مهبلى,23.5,3680,1.00
بيسكالديين 300 س جديد ,375.0,297,1.00
ازموراب 40 مجم اقراص سعر72جنيه,138.0,143,1.00
سايميدل---شراب ,50.0,1279,1.00
فاسكولار اقراص س ج,18.0,2811,1.00
دوجماتيل فورت اقراص/ممفيس,26.0,2441,1.00
ادويفلام امبول 6 امبولات ,72.0,1675,1.00
دايجينورم  شراب,39.0,4398,1.00
كوليروز 20 مجم أقـراص,132.0,614,1.00
موزابرايد 5مجم اقراص 3 شريط,91.5,1312,1.00
فاروفيجا 100مجم 3 شريط سعر جديد,108.0,1143,1.00
بيرفكت كير محلول,100.0,2635,1.00
ديبرام 20مجم 20ق--ابيكس,84.0,1969,1.00
ديباكين نقط جديد,34.0,1436,1.00
ريكوكسبرايت90مم 30قرص,297.0,132,1.00
ميوكوستا اقراص,79.0,320,1.00
فوار فروت  سعر جديد ,24.0,94,1.00
سويتال 50اكياس سعر جديد ركززز,85.0,670,1.00
اتور 20 اقراص,59.0,319,1.00
ماء بامبينو شراب جديد,75.0,2279,1.00
اوركادوكسولين قطرة  ,17.5,941,1.00
اكستنشن 300 بلس اقراص 28 ,108.0,1494,1.00
لازيلاكتون 50مجم30قرص,67.5,950,1.00
الفيولين ب شراب**,50.0,2258,1.00
فاستيل 180 اقراص جديد,54.0,3752,1.00
ترنتال اس ار سانوفى ,56.0,360,1.00
توسيفان ان شراب ج,34.0,1754,1.00
انتى كوكس 15مجم 30ق,73.5,1367,1.00
كورتيبلكس ب6 امبول اطفال,27.0,1412,1.00
لى فلوكس 750جم اقراص,101.0,1764,1.00
موديورتيك اقراص,15.0,2575,1.00
برونشيكم استحلاب,49.0,160,1.00
ديامكرون 30مجم ام ار 3 شريط س ج,60.0,845,1.00
اوكتاترون 30ك س ج/نرهادو ,114.0,232,1.00
اولفن 6 امبول س.ج,39.0,1182,1.00
كو ديلاترول 3 شريط س 52.5,52.5,4158,1.00
تريتاس بروتكت اقراص,101.0,2250,1.00
افيفافاسك 10/160 مجم اقراص س ج,140.0,1402,1.00
اليكوس5م جديد,406.0,146,1.00
لى فلوكس 750 مجم أقراص,101.0,1764,1.00
ستروبانتين كريم,50.0,4368,1.00
دولسيل 6مجم سعر جديد,66.0,2450,1.00
باكتيكلور 125 شراب,73.0,3343,1.00
فلدين 20 مجم اقراص زوبان,28.0,2662,1.00
زنكوديرم جديدكريم,60.0,3517,1.00
جليبتس50/1000بلس قرص جديييييد,192.0,116,1.00
اتوريزا10/40,210.0,936,1.00
ديكساميثازون امبول العامريه 19.5ج,36.0,58,1.00
ليفوهيستام شراب 120مل,39.0,1615,1.00
نيزابكس شامبو س ج,68.0,565,1.00
بنتازول 40مجم اقراص سيجما,104.0,590,1.00
اوكتاترون كبسول 3شريط س.ج 84,114.0,232,1.00
تاريفيد 200 مجم اقراص س ج,82.0,1225,1.00
كاندلكان بلس 12.5/32مجم,102.0,1611,1.00
الليربان شراب سعر جديد,21.0,2429,1.00
ميوفين   كبسول,54.0,428,1.00
فورموهال 30 كبسول قديم**,151.0,1746,1.00
اتاكاند 8مجم اقراص,83.0,874,1.00
تورسيرتك 10 مجم 30 قرص,93.0,1317,1.00
ثيوتاسيد 300مركب 3ش سعر جديد,168.0,1064,1.00
بيسكالدين سعر جديد,375.0,297,1.00
كوليروز 20 مجم 21 قرص,132.0,614,1.00
تامسولين بلس 0.4 مجم 20 قرص,148.0,1031,1.00
اميجران    30 ق 3شريط /العربيه,63.0,624,1.00
ACHTENON 2 MG 20 TAB,34.5,550,1.00
تريب جولد3شريط,120.0,1278,1.00
ديفلوستيرو قطره,45.0,2104,1.00
سى فيت نقط س.ج,19.5,4881,1.00
توينزول نقط,71.0,890,1.00
زيرتيك شراب,32.5,557,1.00
دولسيل6محم,66.0,2450,1.00
بريمونيدين قطرة,44.5,1822,1.00
لازيلاكتون 50 مجم  3 شريط,67.5,950,1.00
نيفيلوب 2.5 سعر 46,46.0,927,1.00
ايبانتين100مم---ق ,39.0,2152,1.00
ستاركوبركس 5 مجم,252.0,234,1.00
ابيكسيدون 1مج 20ق/ابيكس,54.0,2226,1.00
موديوريتك30ق س ج/القاهرة,15.0,2575,1.00
توريستوريتك 10 مجم 3 شريط,93.0,1317,1.00
لازيلاكتون 50 اقراص,67.5,950,1.00
بكتى برو شراب,29.5,2986,1.00
افيفافاسك 10/160مجم,140.0,1402,1.00
دوفالاك شراب كبير,87.0,369,1.00
الكابرس بلس160/10مجم 14قرص ,76.0,3373,1.00
EREC 100 MG 12 TAB,100.5,26,1.00
ديبروساليك مرهم س ج,13.0,2610,1.00
لارى برو اقراص سعر جديد,44.0,980,1.00
فلاجيل 500مجم اقراص س.ج,23.0,229,1.00
كتافلام امبول 6  نوفارتس ,83.0,323,1.00
الكابريد 50 مجم اقراص,61.5,1356,1.00
دانست 8مل 33333 امبول ,142.5,257,1.00
زيثروماكس  600مجم شراب**,61.0,668,1.00
مونو  ماك 40 مجم 20 ق,19.25,2876,1.00
بيسكالدين 300مجم ق / س - ق ,375.0,297,1.00
تيرز جارد قطرة س ج,30.0,1134,1.00
اولابكس 10مجم 30قرص,234.0,476,1.00
كو افازير قطرة,29.0,1738,1.00
سيليبريكس 200 مجم 15 كبسولة,153.0,176,1.00
دايجست ايز كبسولات,94.0,1955,1.00
رينكس نقط كبار,18.0,4305,1.00
اكستنشن300عادى 28 قرص س ج ,102.0,2341,1.00
ريكوكسيبرايت 60 مجم اقراص,188.0,788,1.00
الير 5مجم اقراص,52.0,3832,1.00
بليجكا قطرة جديد,27.0,487,1.00
دلتارينو نقط ,30.0,1179,1.00
سيلوكينزوك 200مجم اقراص سعر جديد,103.0,2570,1.00
تريتاس 1.25  / 2 شريط,44.0,1479,1.00
زوركال 40مجم 14قرص/س جديد,66.0,14,1.00
روتاسى 60 - 20قرص س--ج *,19.0,1540,1.00
لى فلوكس 750مجم اقراص,101.0,1764,1.00
فيسرالجين اقراص س ج,42.0,622,1.00
فوليكاب 2.5-ك-س.ج,22.0,2385,1.00
تلفاست 120 جم3 شريط,76.0,313,1.00
افازير قطرة عين,20.0,4700,1.00
سيكودال 2مجم 3شريط س ج,126.0,3711,1.00
يوريكنترول 2مجم 10 اقراص,18.0,3501,1.00
لارى برو 20ق,44.0,980,1.00
كريستوليب 10مجم 30 قرص,108.0,1055,1.00
ديمرا اقراص 2 شريط س ج 2,70.0,111,1.00
زنكوديرم كريم,60.0,3517,1.00
كونفنتين 300- 3 شريط ,114.0,36,1.00
سنجيولير 10مجم اقراص,192.0,523,1.00
الفانوفا قطره بلس ,50.0,2036,1.00
لوبريكف شراب,28.5,2282,1.00
فلدين امبول كبير 6 امبول,63.0,1019,1.00
اوتريفين اطفال 0.05% نقط**,24.0,513,1.00
فنتال عادى بخاخة جديد **,50.0,796,1.00
اترابكس 4 كبسولة,26.0,2897,1.00
فاكتو مرهم سعر ج,76.0,490,1.00
ايبانتين100مجم اقراص س/ج,39.0,2152,1.00
كونجى كلير قطره عادى,22.0,3734,1.00
كوبال عادى اقراص,38.25,1187,1.00
تافانيك 500اقراص,134.0,73,1.00
فلاجيلات فورت 100مل شراب,32.0,1666,1.00
دوروفين 30 كبسولة جديد,153.0,87,1.00
سنجيولير  10مجم اقراص,192.0,523,1.00
اتوريزا40/10مجم28قرص ,210.0,936,1.00
فابوزول للاستنشاق,19.5,3009,1.00
فيروجلوبين 30 كبسول**,150.0,15,1.00
باوريكتا 10مجم 6قرص استحلاب,45.0,860,1.00
دانتريلاكس مركب 3 شريط جديد,153.0,924,1.00
ديلاترول 25مج 30 قرص,52.5,1904,1.00
ستاركوبريكس 5مجم 3شريط,252.0,234,1.00
اكسامايد 5م,48.0,1448,1.00
بيبون بلاس كبسول سعر جديد,100.0,514,1.00
سيلدافا 100مج 12ق س ج/ماش,91.5,179,1.00
برونتوجيست10 امبولات ثلاجه سعر جديد,240.0,543,1.00
جلبتس 50مم/1000ق بلاس,192.0,116,1.00
ايميرست امبول,112.5,460,1.00
شاى رويال ريجيم كبير س ج,45.0,1304,1.00
تيراتام 500  اكس ار 20 قرص س ج,148.0,1218,1.00
فيروجلوبين كبسول س 100,150.0,15,1.00
نوفيستوريك 20مجم 14ق,53.0,2013,1.00
باوريكتا استحلاب,45.0,860,1.00
برونشيكم شراب س.ق,49.0,160,1.00
نيورانتين 300 مجم اقراص/فايزر,80.0,421,1.00
سيكودال 2 مجم   3شريط /سعر جديد,126.0,3711,1.00
بروتوفكس 40 مجم سعر 65,80.0,247,1.00
كوافازير قطرة10ملي,29.0,1738,1.00
دوكسيرازول 60 مجم كبسول,72.75,775,1.00
بريستافلام 100 مجم 20 قرص  س.ج,70.0,596,1.00
بكتيكلور 125 مجم شراب/ س ج,73.0,3343,1.00
كالدين سى 30قرص س جديد,73.0,1413,1.00
كاندلكان 16مجم س.ق@,60.0,1513,1.00
سيلوكينزوك200م 28 قرص,103.0,2570,1.00
هيستازين شراب / س - ج,23.0,2209,1.00
اليربان اس ار,24.0,2106,1.00
تلفاست 180 2شريط س ج,105.0,193,1.00
افوصويا 2شريط ,350.0,1594,1.00
رومانتيجرا,37.5,1534,1.00
سويتال 50 كيس/2معلقه,85.0,670,1.00
اوميز 40مجم 2 شريط كبسول,130.0,144,1.00
ترنتال 400 اس ار,56.0,360,1.00
سوفيناسين 10 مجم 20 قرص,122.0,1335,1.00
اتور 10 اقراص سعر جديد,33.0,639,1.00
فنتال مركب اسبراى,56.0,198,1.00
زيثروكان 500 مجم كبسول س ج,77.0,154,1.00
كارنيفيتا فورت قديم,177.0,293,1.00
تراى بى  امبول*س جديد,44.0,1181,1.00
سيرتيد دسكس 250 بخاخه(سعر ,257.0,478,1.00
رومارين 75مج 3 امبول س.ج #,27.0,2080,1.00
اوكتوفنت س-ار4  اقراص,12.0,3770,1.00
توب مود 50مجم اقرص,17.5,4957,1.00
سايميديل شراب سعر  جديد,50.0,1279,1.00
لاميكتال 25 - اقراص,54.0,2869,1.00
ميلجا 4شريط,108.0,4,1.00
ايزوجاست 20مجم 14 ك,122.0,4762,1.00
داونوبرازول 40 اقراص سعر جديد 56.5,95.0,273,1.00
لازيلاكتون 100 ق 3 شريط,100.5,1626,1.00
اكستنشن 150*4شريط س.ج,72.0,2296,1.00
تورسيرتيك 5مجم 30قرص,42.0,3562,1.00
كالدين سى- قرص*,73.0,1413,1.00
يوريبان شراب**,28.0,3381,1.00
نانازوكسيد 500مجم3شريط,114.0,456,1.00
سنجيولير 10مجم 14 قرص**,192.0,523,1.00
ايزوجاست 20مجم 14قرص-كوباد,122.0,4762,1.00
املوديبين 5 مجم اقراص,43.5,6833,1.00
AMARYL M TABS 2 MG /500 30,73.5,346,1.00
كولونا جديد 69,69.0,175,1.00
بريستافلام 100 - 20قرص**,70.0,596,1.00
فوليك    اسيد  ميباكو*/س ج,20.0,1601,1.00
يوريكنترول 2مجم 10 أقراص,18.0,3501,1.00
توب مود كبسول س.ج,17.5,4957,1.00
اوميز40مجم اقراص س ج,130.0,144,1.00
XITHRONE 500 MG 5 TAB,86.0,53,1.00
فيروجلوبين شراب,65.0,1111,1.00
كال بريج كبسول جديييد| 65,65.0,1651,1.00
بيبون بلس  كبسول,100.0,514,1.00
فيرسيرك 16 مجم سعر جديد 43.5,87.0,1383,1.00
سيكودال 3مجم 30ق س ج/دلتا,198.0,3640,1.00
بروتوفيكس 20مجم اقراص سعر جديد,62.0,2041,1.00
ليليبل 10مجم اقراص,120.0,1884,1.00
ديبروساليك     مرهم/س ج,13.0,2610,1.00
بيبرا 20مج14قرص شريطين  #,103.0,291,1.00
انتى كوكس 15 مجم 3 شريط,73.5,1367,1.00
سيليبركس 200 مجم 3 شريط,153.0,176,1.00
كونجى كلير قطره ,22.0,3734,1.00
ديبروساليك مرهم س جديد,13.0,2610,1.00
دوزين 1 - اقراص س ق,14.0,4403,1.00
ديفلوستيرو قطرة ,45.0,2104,1.00
ابيمول اقراص,13.0,1771,1.00
زيثرون  500-- 5قرص س قديم,86.0,53,1.00
لارى برو كبسول,44.0,980,1.00
فياجرا 100مجم 4 ق,144.0,105,1.00
ادابالين جيل30جم,34.0,2346,1.00
فلاكسوبرايد ق,52.5,1423,1.00
رومارين امبول/سيديكو,27.0,2080,1.00
انافرانيل 25 مجم سعر جديد,45.0,1348,1.00
املوديبين 10مجم 20قرص ,32.0,4244,1.00
بون كير 1مكجم كبسول**,132.0,938,1.00
برافاماكس 200 مجم اقراص,122.0,701,1.00
توينزول قطرة,71.0,890,1.00
موديورتيك أقراص ,15.0,2575,1.00
تيراتام 500 اكس ار /س ج 96,148.0,1218,1.00
دولفين 12.5 مجم 10 أقماع,36.0,692,1.00
ستاركوبركس5 مجم اقرص,252.0,234,1.00
الليربان شراب,21.0,2429,1.00
ستروكا اقراص/ابيكس,145.0,1863,1.00
تراي ليرج قطره,24.0,836,1.00
ريموواكس 15مل نقط اذن ,24.0,2506,1.00
اتورستات 10مجم 14قرص,40.0,3689,1.00
هيستازين-1 100مل شراب س.ج,23.0,2209,1.00
جراليبنتين 300 مجم اقراص,135.0,2285,1.00
البافيت شراب حديد جديد,27.0,Unknown,0.70
اميريست 4مجم امبول,112.5,460,1.00
بانتولوك 20مجم 14 قرص,44.0,1257,1.00
كلوزابكس 25مجم اقراص,50.0,1816,1.00
براديبيكت 7.5 مجم 28 قرص,176.0,2414,1.00
كاندلكان 32 بلس اقراص,102.0,1611,1.00
جاتيستار 5/ قطرة جديد,45.0,2488,1.00
سيلفستر 1 --- 20 ك,150.0,2068,1.00
ايفى برونت شراب سعر 35 ,45.0,965,1.00
الزميندا 20 مجم 21 قرص,66.0,4093,1.00
بروتوفكس 40مج 14كبسوله ,80.0,247,1.00
سيلفيستر كبسول,150.0,2068,1.00
سيكودال 3 مجم,198.0,3640,1.00
اجريكس 75 - مل ق,33.0,504,1.00
ماكسيلاز شراب سعر قديم 39.5ج,57.0,137,1.00
كوديلاترول 3شرائط اقراص,52.5,4158,1.00
مايوديورا 10 مجم اقراص 3 شريط,69.0,4623,1.00
فاكتو 30جم مرهم**,76.0,490,1.00
ديكسافلوكس قطرة,37.0,1255,1.00
اتور20ملجم س.ج,59.0,319,1.00
نيرهاسيلدا 75 اقراص,64.0,1861,1.00
ازموراب 40 مجم 14 كبسوله #,138.0,143,1.00
سيليبركس 200 كبير ,153.0,176,1.00
فيبراميسين 10 كبسول**,42.5,479,1.00
دانتريلاكس 25مجم/3شريط ,147.0,1067,1.00
فاست كيور 40مجم 14كبسول,58.0,994,1.00
كوليروز20مج21قرص,132.0,614,1.00
جابتين 100اقراص س ج,81.0,645,1.00
دولسيل  1 مجم 30 قرص س ج,27.0,4750,1.00
ستارفيل غسول للبشرة,125.0,9532,1.00
انتى كوكس حقن 2 دورج,78.0,747,1.00
فاكتو مرهم س ج,76.0,490,1.00
ديورجوى اقراص59.50ج,59.5,660,1.00
فليكسونيز  بخاخه سعر جديد ,90.0,593,1.00
بيتاسيرك16مجم اقراص151.50ج,219.0,372,1.00
ايراستابكس10/25/40تريو,123.0,206,1.00
رومارين  امبولات س/ج,27.0,2080,1.00
دورميفال      كبسول,30.0,3329,1.00
اكسامايد  10 مجم كبسول س ج,88.5,449,1.00
ابيمول اقراص/بانادول,13.0,1771,1.00
نيفيلوب 25/5 اقراص,92.0,1357,1.00
يوريكنترول اقراص جديد,18.0,3501,1.00
اماريل4ملى/افنتس,79.5,213,1.00
فاكتو مرهم,76.0,490,1.00
توسيستوب30مجم شراب,32.5,1720,1.00
نوستامين قطرة/جديد,15.0,1303,1.00
نيزابكس شامبو,68.0,565,1.00
ابيكسيدون شراب ,60.0,2482,1.00
لاميكتال 25 مجم 30 قرص,54.0,2869,1.00
انتى كوكس 15مجم 3شريط,73.5,1367,1.00
موبيتيل 15 مجم 10 قرص,23.5,1323,1.00
التراكايين جل ,31.0,1434,1.00
كولوفيرين دى - 3 شريط / س - ج,105.0,121,1.00
انتوكس/3شريط ,60.0,2599,1.00
داونسترولين 40 / 10  مجم,120.0,2453,1.00
دوليبران 15 قرص اقراص,48.0,184,1.00
تريب جولد اقراص 3 شرايط سعر99,120.0,1278,1.00
براديبكت 7.5 مجم اقراص,176.0,2414,1.00
سيلوكينزوك 200 مجم اقراص ,103.0,2570,1.00
برونكو برو نقط ,19.5,3181,1.00
اولفن 6 امبوله ,39.0,1182,1.00
كولوفيرين-د-اقراص جديد 105ج ,105.0,121,1.00
دلتارينو بخاخ,30.0,1179,1.00
جابيماش 300 اقراص س ج,85.5,334,1.00
ديورجوى اقراص سعرر قدديم,59.5,660,1.00
فلدين  6 امبول,63.0,1019,1.00
دوكسيرازول60مجم,72.75,775,1.00
روتاسى 60 ق/القاهرة,19.0,1540,1.00
سيراتيد 250 ديسكس سعر جديد,257.0,478,1.00
بيسكالدين 300 مجم جدييييييد,375.0,297,1.00
اتوريزا  10/10اقراص 2 شريط,166.0,377,1.00
اميجراويست 2.5 اقراص,39.0,3098,1.00
بانتازول اقراص سيجما,104.0,590,1.00
نيزابكس شامبو,68.0,565,1.00
اسبريكارلو 81مجم 30 قرص,28.5,1619,1.00
جابتن 400 اقراص 3شريط,156.0,96,1.00
اندرال 40مج 50قرص ,55.0,1457,1.00
دايجست ايز كبسول س ج,94.0,1955,1.00
نيكسيكيور40مجم20قرص سعر جديد.ج #,152.0,242,1.00
كولوفيرين أ  ق,99.0,690,0.99
ديلاترول 25 مجم اقراص س.ج,52.5,1904,1.00
ايمباكوزا 25م 30ق,240.0,1471,1.00
ايمباكوزا 25 مجم30ق,240.0,1471,1.00
جينوزول كريم مهبلى**,38.0,1334,1.00
